entry,exit,side,ret,hours,reason,pair
2025-05-28 22:00:00+00:00,2025-05-30 01:00:00+00:00,買い,-0.001960929791084431,27.0,損切,EUR/JPY
2025-06-03 15:00:00+00:00,2025-06-04 15:00:00+00:00,買い,-0.0021824644551106218,24.0,損切,EUR/JPY
2025-06-05 12:00:00+00:00,2025-06-05 13:00:00+00:00,買い,0.0025762430422360152,1.0,利確,EUR/JPY
2025-06-09 05:00:00+00:00,2025-06-09 07:00:00+00:00,買い,-0.001657560148440218,2.0,損切,EUR/JPY
2025-06-09 11:00:00+00:00,2025-06-10 07:00:00+00:00,買い,-0.00181433079148553,20.0,損切,EUR/JPY
2025-06-10 08:00:00+00:00,2025-06-11 08:00:00+00:00,買い,0.005051045456043501,24.0,利確,EUR/JPY
2025-06-12 07:00:00+00:00,2025-06-12 10:00:00+00:00,買い,0.004231156096534894,3.0,利確,EUR/JPY
2025-06-13 07:00:00+00:00,2025-06-16 07:00:00+00:00,買い,0.007896521578123029,72.0,利確,EUR/JPY
2025-06-17 08:00:00+00:00,2025-06-17 17:00:00+00:00,買い,-0.0027434289403306497,9.0,損切,EUR/JPY
2025-06-19 13:00:00+00:00,2025-06-23 05:00:00+00:00,買い,0.016090703947492003,88.0,利確,EUR/JPY
2025-06-25 08:00:00+00:00,2025-06-27 12:00:00+00:00,買い,0.004478928754971345,52.0,利確,EUR/JPY
2025-06-27 19:00:00+00:00,2025-06-30 02:00:00+00:00,買い,-0.00218458944731027,55.0,損切,EUR/JPY
2025-06-30 11:00:00+00:00,2025-07-01 07:00:00+00:00,買い,-0.0020419712451655967,20.0,損切,EUR/JPY
2025-07-02 00:00:00+00:00,2025-07-02 12:00:00+00:00,買い,-0.0021086930776842536,12.0,損切,EUR/JPY
2025-07-02 13:00:00+00:00,2025-07-03 12:00:00+00:00,買い,0.004553125610407649,23.0,利確,EUR/JPY
2025-07-03 12:00:00+00:00,2025-07-03 13:00:00+00:00,買い,0.000946853851528029,1.0,利確,EUR/JPY
2025-07-04 13:00:00+00:00,2025-07-07 01:00:00+00:00,買い,-0.0015852329953775057,60.0,損切,EUR/JPY
2025-07-07 01:00:00+00:00,2025-07-15 07:00:00+00:00,買い,0.014973401297150291,198.0,利確,EUR/JPY
2025-07-18 02:00:00+00:00,2025-07-21 00:00:00+00:00,買い,-0.001872474018244652,70.0,損切,EUR/JPY
2025-07-22 08:00:00+00:00,2025-07-22 11:00:00+00:00,買い,-0.0019750935826065128,3.0,損切,EUR/JPY
2025-07-24 14:00:00+00:00,2025-07-25 08:00:00+00:00,買い,0.004568379339265227,18.0,利確,EUR/JPY
2025-08-08 08:00:00+00:00,2025-08-14 01:00:00+00:00,買い,-0.0020337283463778386,137.0,損切,EUR/JPY
2025-08-15 18:00:00+00:00,2025-08-19 17:00:00+00:00,買い,-0.0018023976066815605,95.0,損切,EUR/JPY
2025-08-21 16:00:00+00:00,2025-08-22 14:00:00+00:00,買い,-0.0021151026578802965,22.0,損切,EUR/JPY
2025-08-22 19:00:00+00:00,2025-08-25 17:00:00+00:00,買い,-0.001994386424887928,70.0,損切,EUR/JPY
2025-09-01 08:00:00+00:00,2025-09-02 01:00:00+00:00,買い,0.0008171407584394053,17.0,利確,EUR/JPY
2025-09-02 17:00:00+00:00,2025-09-04 13:00:00+00:00,買い,0.0013746987118730015,44.0,利確,EUR/JPY
2025-09-04 22:00:00+00:00,2025-09-05 13:00:00+00:00,買い,-0.001689889944973777,15.0,損切,EUR/JPY
2025-09-07 23:00:00+00:00,2025-09-08 00:00:00+00:00,買い,0.000998930405279086,1.0,利確,EUR/JPY
2025-09-08 08:00:00+00:00,2025-09-09 08:00:00+00:00,買い,-0.0020857143118493513,24.0,損切,EUR/JPY
2025-09-11 12:00:00+00:00,2025-09-11 14:00:00+00:00,買い,-0.001632857721897818,2.0,損切,EUR/JPY
2025-09-11 17:00:00+00:00,2025-09-12 08:00:00+00:00,買い,0.0030978316429250865,15.0,利確,EUR/JPY
2025-09-15 09:00:00+00:00,2025-09-18 08:00:00+00:00,買い,0.007247491963913155,71.0,利確,EUR/JPY
2025-09-19 07:00:00+00:00,2025-09-19 15:00:00+00:00,買い,-0.0021683147100556408,8.0,損切,EUR/JPY
2025-09-22 04:00:00+00:00,2025-09-22 10:00:00+00:00,買い,0.0016160889810483581,6.0,利確,EUR/JPY
2025-09-23 12:00:00+00:00,2025-09-24 04:00:00+00:00,買い,0.0015710116509641714,16.0,利確,EUR/JPY
2025-09-24 11:00:00+00:00,2025-09-25 16:00:00+00:00,買い,0.002561325232157008,29.0,利確,EUR/JPY
2025-09-25 20:00:00+00:00,2025-09-29 05:00:00+00:00,買い,-0.0015767626826285297,81.0,損切,EUR/JPY
2025-10-06 04:00:00+00:00,2025-10-06 06:00:00+00:00,買い,-0.002806150740992341,2.0,損切,EUR/JPY
2025-10-06 08:00:00+00:00,2025-10-07 14:00:00+00:00,買い,0.0049814626568169705,30.0,利確,EUR/JPY
2025-10-16 09:00:00+00:00,2025-10-16 14:00:00+00:00,買い,-0.0020817536357745745,5.0,損切,EUR/JPY
2025-10-21 12:00:00+00:00,2025-10-21 13:00:00+00:00,買い,-0.0023524406810753293,1.0,損切,EUR/JPY
2025-10-21 14:00:00+00:00,2025-10-22 11:00:00+00:00,買い,-0.0025902056610932586,21.0,損切,EUR/JPY
2025-10-22 13:00:00+00:00,2025-10-27 00:00:00+00:00,買い,0.010268816339523913,107.0,利確,EUR/JPY
2025-10-27 09:00:00+00:00,2025-10-27 13:00:00+00:00,買い,0.0024433226484634643,4.0,利確,EUR/JPY
2025-10-30 05:00:00+00:00,2025-10-30 06:00:00+00:00,買い,0.0018327450360819842,1.0,利確,EUR/JPY
2025-10-31 03:00:00+00:00,2025-10-31 13:00:00+00:00,買い,-0.002182965330578279,10.0,損切,EUR/JPY
2025-11-10 04:00:00+00:00,2025-11-12 04:00:00+00:00,買い,0.006145250290281223,48.0,利確,EUR/JPY
2025-11-14 09:00:00+00:00,2025-11-14 12:00:00+00:00,買い,-0.0017182355341197719,3.0,損切,EUR/JPY
2025-11-14 16:00:00+00:00,2025-11-17 00:00:00+00:00,買い,-0.002118680208927037,56.0,損切,EUR/JPY
2025-11-17 06:00:00+00:00,2025-11-17 15:00:00+00:00,買い,0.00197990949325354,9.0,利確,EUR/JPY
2025-11-18 08:00:00+00:00,2025-11-18 14:00:00+00:00,買い,0.001774367255398912,6.0,利確,EUR/JPY
2025-11-18 16:00:00+00:00,2025-11-19 09:00:00+00:00,買い,0.002780482123461148,17.0,利確,EUR/JPY
2025-11-20 09:00:00+00:00,2025-11-21 07:00:00+00:00,買い,-0.002153218263272316,22.0,損切,EUR/JPY
2025-11-26 06:00:00+00:00,2025-11-26 07:00:00+00:00,買い,0.0009132083686167359,1.0,利確,EUR/JPY
2025-11-27 01:00:00+00:00,2025-11-27 05:00:00+00:00,買い,-0.0019903534389759223,4.0,損切,EUR/JPY
2025-11-27 08:00:00+00:00,2025-11-28 02:00:00+00:00,買い,-0.0019284155507996003,18.0,損切,EUR/JPY
2025-11-28 20:00:00+00:00,2025-12-01 00:00:00+00:00,買い,-0.0018638947950646689,52.0,損切,EUR/JPY
2025-12-02 09:00:00+00:00,2025-12-02 16:00:00+00:00,買い,-0.0015513726618907708,7.0,損切,EUR/JPY
2025-12-02 17:00:00+00:00,2025-12-03 13:00:00+00:00,買い,0.0023637724368248294,20.0,利確,EUR/JPY
2025-12-03 21:00:00+00:00,2025-12-03 23:00:00+00:00,買い,-0.0015400774121071658,2.0,損切,EUR/JPY
2025-12-04 02:00:00+00:00,2025-12-04 08:00:00+00:00,買い,-0.0017260032379380452,6.0,損切,EUR/JPY
2025-12-08 07:00:00+00:00,2025-12-09 08:00:00+00:00,買い,0.005376475747278275,25.0,利確,EUR/JPY
2025-12-10 04:00:00+00:00,2025-12-15 06:00:00+00:00,買い,-0.0015842582878795696,122.0,損切,EUR/JPY
2025-12-17 15:00:00+00:00,2025-12-18 14:00:00+00:00,買い,-0.0018788131862406243,23.0,損切,EUR/JPY
2025-12-19 00:00:00+00:00,2025-12-19 06:00:00+00:00,買い,0.002438385640751262,6.0,利確,EUR/JPY
2025-12-22 20:00:00+00:00,2025-12-23 01:00:00+00:00,買い,-0.0018805275001289145,5.0,損切,EUR/JPY
2025-12-23 15:00:00+00:00,2025-12-24 01:00:00+00:00,買い,-0.0021794711103456763,10.0,損切,EUR/JPY
2025-12-26 02:00:00+00:00,2025-12-29 00:00:00+00:00,買い,-0.0023140486169019978,70.0,損切,EUR/JPY
2025-12-29 01:00:00+00:00,2025-12-29 04:00:00+00:00,買い,-0.0017482924664886767,3.0,損切,EUR/JPY
2025-12-29 08:00:00+00:00,2025-12-29 11:00:00+00:00,買い,-0.0019555046714900934,3.0,損切,EUR/JPY
2025-12-31 13:00:00+00:00,2026-01-01 23:00:00+00:00,買い,0.0005713550206527418,34.0,利確,EUR/JPY
2026-01-12 04:00:00+00:00,2026-01-13 01:00:00+00:00,買い,0.0024636613642863184,21.0,利確,EUR/JPY
2026-01-20 06:00:00+00:00,2026-01-20 07:00:00+00:00,買い,0.0014719847395776476,1.0,利確,EUR/JPY
2026-01-21 12:00:00+00:00,2026-01-21 23:00:00+00:00,買い,-0.001780954283715841,11.0,損切,EUR/JPY
2026-01-22 01:00:00+00:00,2026-01-23 07:00:00+00:00,買い,-0.0017767610118022525,30.0,損切,EUR/JPY
2026-01-23 14:00:00+00:00,2026-01-23 16:00:00+00:00,買い,-0.0025931444076321528,2.0,損切,EUR/JPY
2026-02-04 04:00:00+00:00,2026-02-05 15:00:00+00:00,買い,-0.0018541628903249285,35.0,損切,EUR/JPY
2026-02-05 16:00:00+00:00,2026-02-05 23:00:00+00:00,買い,-0.0023370200190194865,7.0,損切,EUR/JPY
2026-02-06 05:00:00+00:00,2026-02-10 12:00:00+00:00,買い,-0.002076761070093369,103.0,損切,EUR/JPY
2026-02-24 07:00:00+00:00,2026-02-24 08:00:00+00:00,買い,0.0002740812527375237,1.0,利確,EUR/JPY
2026-02-25 01:00:00+00:00,2026-02-25 04:00:00+00:00,買い,0.0022297744400472277,3.0,利確,EUR/JPY
2026-02-26 06:00:00+00:00,2026-02-26 09:00:00+00:00,買い,-0.0018111615466524067,3.0,損切,EUR/JPY
2026-02-26 12:00:00+00:00,2026-02-26 15:00:00+00:00,買い,-0.0018227812205162785,3.0,損切,EUR/JPY
2026-02-26 18:00:00+00:00,2026-02-26 23:00:00+00:00,買い,-0.0019472508497155982,5.0,損切,EUR/JPY
2026-02-27 07:00:00+00:00,2026-02-27 10:00:00+00:00,買い,-0.0019992575823718603,3.0,損切,EUR/JPY
2026-02-27 13:00:00+00:00,2026-03-02 07:00:00+00:00,買い,-0.0019012935888196413,66.0,損切,EUR/JPY
2026-03-02 13:00:00+00:00,2026-03-02 16:00:00+00:00,買い,-0.002031808772706156,3.0,損切,EUR/JPY
2026-03-10 12:00:00+00:00,2026-03-11 01:00:00+00:00,買い,0.0022410223207931404,13.0,利確,EUR/JPY
2026-03-11 11:00:00+00:00,2026-03-12 01:00:00+00:00,買い,-0.0017520485998932078,14.0,損切,EUR/JPY
2026-03-18 12:00:00+00:00,2026-03-18 20:00:00+00:00,買い,-0.0016963526237766646,8.0,損切,EUR/JPY
2026-03-19 00:00:00+00:00,2026-03-19 06:00:00+00:00,買い,-0.0017991794197004362,6.0,損切,EUR/JPY
2026-03-20 16:00:00+00:00,2026-03-23 08:00:00+00:00,買い,-0.002020217020117465,64.0,損切,EUR/JPY
2026-03-23 12:00:00+00:00,2026-03-27 16:00:00+00:00,買い,0.0028353724928817828,100.0,利確,EUR/JPY
2026-04-02 00:00:00+00:00,2026-04-02 06:00:00+00:00,買い,-0.0022894032640910053,6.0,損切,EUR/JPY
2026-04-02 07:00:00+00:00,2026-04-02 17:00:00+00:00,買い,0.0010853940038761834,10.0,利確,EUR/JPY
2026-04-06 07:00:00+00:00,2026-04-06 08:00:00+00:00,買い,-6.124563534549701e-05,1.0,利確,EUR/JPY
2026-04-08 05:00:00+00:00,2026-04-10 09:00:00+00:00,買い,0.007343924374906707,52.0,利確,EUR/JPY
2026-04-13 00:00:00+00:00,2026-04-13 18:00:00+00:00,買い,0.004108527615553237,18.0,利確,EUR/JPY
2026-04-14 19:00:00+00:00,2026-04-17 00:00:00+00:00,買い,0.001957349108633755,53.0,利確,EUR/JPY
2026-04-17 10:00:00+00:00,2026-04-17 12:00:00+00:00,買い,-0.001334955045123276,2.0,損切,EUR/JPY
2026-04-21 09:00:00+00:00,2026-04-22 06:00:00+00:00,買い,-0.0013126072071482197,21.0,損切,EUR/JPY
2026-04-22 09:00:00+00:00,2026-04-22 11:00:00+00:00,買い,-0.0012881041208124943,2.0,損切,EUR/JPY
2026-04-27 00:00:00+00:00,2026-04-27 07:00:00+00:00,買い,0.0005956227749694843,7.0,利確,EUR/JPY
2026-04-27 16:00:00+00:00,2026-04-28 03:00:00+00:00,買い,-0.001158196741461126,11.0,損切,EUR/JPY
2026-04-28 20:00:00+00:00,2026-04-29 09:00:00+00:00,買い,0.00045219274473916614,13.0,利確,EUR/JPY
2026-04-30 03:00:00+00:00,2026-04-30 07:00:00+00:00,買い,-0.0015505985494576157,4.0,損切,EUR/JPY
2026-05-18 16:00:00+00:00,2026-05-19 08:00:00+00:00,買い,-0.0013882850895682419,16.0,損切,EUR/JPY
2026-05-25 06:00:00+00:00,2026-05-25 21:00:00+00:00,買い,-0.0011414813456521844,15.0,損切,EUR/JPY
2026-05-25 22:00:00+00:00,2026-05-26 07:00:00+00:00,買い,0.0011360294532665072,9.0,利確,EUR/JPY
2026-05-28 13:00:00+00:00,2026-05-29 08:00:00+00:00,買い,-0.0013453519819991544,19.0,損切,EUR/JPY
2026-05-29 09:00:00+00:00,2026-05-29 14:00:00+00:00,買い,0.0016996462106411037,5.0,利確,EUR/JPY
2026-06-01 11:00:00+00:00,2026-06-01 13:00:00+00:00,買い,-0.0011167775706417804,2.0,損切,EUR/JPY
2026-06-01 17:00:00+00:00,2026-06-03 07:00:00+00:00,買い,-0.0012688004546218656,38.0,損切,EUR/JPY
2026-06-04 12:00:00+00:00,2026-06-04 19:00:00+00:00,買い,-0.0012994397586889694,7.0,損切,EUR/JPY
2026-06-05 04:00:00+00:00,2026-06-05 12:00:00+00:00,買い,-0.0009894916168696865,8.0,損切,EUR/JPY
2026-06-14 23:00:00+00:00,2026-06-15 00:00:00+00:00,買い,0.0005733986683178372,1.0,利確,EUR/JPY
2026-06-16 07:00:00+00:00,2026-06-17 18:00:00+00:00,買い,-0.0012568363754491662,35.0,損切,EUR/JPY
2026-06-24 10:00:00+00:00,2026-06-24 15:00:00+00:00,売り,-0.0014313495891242866,5.0,損切,EUR/JPY
2026-06-25 00:00:00+00:00,2026-06-25 03:00:00+00:00,売り,-0.0014927200773844462,3.0,損切,EUR/JPY
2026-06-25 10:00:00+00:00,2026-06-25 11:00:00+00:00,売り,0.0011204377862231607,1.0,利確,EUR/JPY
2026-06-25 23:00:00+00:00,2026-06-26 08:00:00+00:00,売り,-0.0014775963323072738,9.0,損切,EUR/JPY
2026-07-02 20:00:00+00:00,2026-07-03 00:00:00+00:00,売り,-0.0018012327329906097,4.0,損切,EUR/JPY
2026-07-03 00:00:00+00:00,2026-07-03 05:00:00+00:00,売り,-0.0018056717121819443,5.0,損切,EUR/JPY
2026-07-03 06:00:00+00:00,2026-07-03 15:00:00+00:00,売り,-0.001922281789033653,9.0,損切,EUR/JPY
2026-07-03 20:00:00+00:00,2026-07-06 00:00:00+00:00,売り,-0.001420527410870298,52.0,損切,EUR/JPY
2023-09-22 00:00:00+00:00,2023-09-22 02:00:00+00:00,売り,-0.00225202203474818,2.0,損切,GBP/JPY
2023-09-25 02:00:00+00:00,2023-09-25 09:00:00+00:00,売り,0.0008717713168974073,7.0,利確,GBP/JPY
2023-09-25 14:00:00+00:00,2023-09-26 06:00:00+00:00,売り,0.0007386111533029705,16.0,利確,GBP/JPY
2023-09-27 07:00:00+00:00,2023-09-27 09:00:00+00:00,売り,-0.0015864266312148989,2.0,損切,GBP/JPY
2023-09-27 11:00:00+00:00,2023-09-27 13:00:00+00:00,売り,-0.001705982409381701,2.0,損切,GBP/JPY
2023-09-28 02:00:00+00:00,2023-09-28 07:00:00+00:00,売り,-0.0019158985516048,5.0,損切,GBP/JPY
2023-10-02 18:00:00+00:00,2023-10-03 14:00:00+00:00,売り,0.00581044705990329,20.0,利確,GBP/JPY
2023-10-03 14:00:00+00:00,2023-10-03 15:00:00+00:00,売り,0.0004863426880330369,1.0,利確,GBP/JPY
2023-10-04 14:00:00+00:00,2023-10-04 16:00:00+00:00,売り,-0.003367958985279984,2.0,損切,GBP/JPY
2023-10-05 00:00:00+00:00,2023-10-05 18:00:00+00:00,売り,-0.0027255893067170797,18.0,損切,GBP/JPY
2023-10-19 02:00:00+00:00,2023-10-19 13:00:00+00:00,売り,-0.0019757095388002297,11.0,損切,GBP/JPY
2023-10-19 20:00:00+00:00,2023-10-20 06:00:00+00:00,売り,0.002818816762764176,10.0,利確,GBP/JPY
2023-10-20 10:00:00+00:00,2023-10-20 12:00:00+00:00,売り,-0.0022142189245075825,2.0,損切,GBP/JPY
2023-10-25 20:00:00+00:00,2023-10-26 06:00:00+00:00,売り,0.002441617603809665,10.0,利確,GBP/JPY
2023-10-26 08:00:00+00:00,2023-10-26 12:00:00+00:00,売り,-0.0023161145322288077,4.0,損切,GBP/JPY
2023-10-27 10:00:00+00:00,2023-10-31 04:00:00+00:00,売り,-0.0018700610456594657,90.0,損切,GBP/JPY
2023-11-06 00:00:00+00:00,2023-11-08 09:00:00+00:00,買い,-0.0018607562834659474,57.0,損切,GBP/JPY
2023-11-08 13:00:00+00:00,2023-11-08 14:00:00+00:00,買い,0.0009476938159889037,1.0,利確,GBP/JPY
2023-11-09 14:00:00+00:00,2023-11-09 18:00:00+00:00,買い,-0.0018924441535477343,4.0,損切,GBP/JPY
2023-11-13 00:00:00+00:00,2023-11-14 13:00:00+00:00,買い,0.009138567131983678,37.0,利確,GBP/JPY
2023-11-15 15:00:00+00:00,2023-11-16 02:00:00+00:00,買い,-0.002220215476778986,11.0,損切,GBP/JPY
2023-11-22 08:00:00+00:00,2023-11-22 11:00:00+00:00,買い,-0.0022977033061149063,3.0,損切,GBP/JPY
2023-11-23 07:00:00+00:00,2023-11-23 09:00:00+00:00,買い,0.0035996679831535763,2.0,利確,GBP/JPY
2023-11-24 06:00:00+00:00,2023-11-24 08:00:00+00:00,買い,0.0026247097205918004,2.0,利確,GBP/JPY
2023-11-24 08:00:00+00:00,2023-11-27 23:00:00+00:00,買い,-0.0018910369664623227,87.0,損切,GBP/JPY
2023-12-01 06:00:00+00:00,2023-12-01 14:00:00+00:00,買い,-0.0020429797213218468,8.0,損切,GBP/JPY
2023-12-14 00:00:00+00:00,2023-12-14 12:00:00+00:00,売り,-0.0040883930199782205,12.0,損切,GBP/JPY
2023-12-15 08:00:00+00:00,2023-12-15 14:00:00+00:00,売り,0.0027870812524841584,6.0,利確,GBP/JPY
2023-12-18 03:00:00+00:00,2023-12-18 14:00:00+00:00,売り,-0.0033073886281380746,11.0,損切,GBP/JPY
2023-12-18 18:00:00+00:00,2023-12-19 00:00:00+00:00,売り,0.0028385156051269236,6.0,利確,GBP/JPY
2023-12-20 20:00:00+00:00,2023-12-27 14:00:00+00:00,売り,-0.0032785919875852995,162.0,損切,GBP/JPY
2023-12-28 06:00:00+00:00,2023-12-29 15:00:00+00:00,売り,0.006018120149347095,33.0,利確,GBP/JPY
2024-01-02 10:00:00+00:00,2024-01-03 08:00:00+00:00,売り,-0.002860670304816415,22.0,損切,GBP/JPY
2024-01-16 14:00:00+00:00,2024-01-16 16:00:00+00:00,買い,0.00208945019890926,2.0,利確,GBP/JPY
2024-01-18 10:00:00+00:00,2024-01-23 02:00:00+00:00,買い,0.004855992728620462,112.0,利確,GBP/JPY
2024-01-23 04:00:00+00:00,2024-01-23 06:00:00+00:00,買い,-0.0022937394668370967,2.0,損切,GBP/JPY
2024-01-23 11:00:00+00:00,2024-01-24 08:00:00+00:00,買い,-0.0033144956593800343,21.0,損切,GBP/JPY
2024-01-26 12:00:00+00:00,2024-01-29 09:00:00+00:00,買い,-0.0022182421329534183,69.0,損切,GBP/JPY
2024-02-08 08:00:00+00:00,2024-02-09 08:00:00+00:00,買い,0.0056271395310452,24.0,利確,GBP/JPY
2024-02-09 11:00:00+00:00,2024-02-09 14:00:00+00:00,買い,0.002010666223087199,3.0,利確,GBP/JPY
2024-02-09 22:00:00+00:00,2024-02-12 08:00:00+00:00,買い,-0.0015550744941891347,58.0,損切,GBP/JPY
2024-02-12 14:00:00+00:00,2024-02-13 07:00:00+00:00,買い,0.004149827622340163,17.0,利確,GBP/JPY
2024-02-14 23:00:00+00:00,2024-02-15 00:00:00+00:00,買い,-0.0018127130315518491,1.0,損切,GBP/JPY
2024-02-16 06:00:00+00:00,2024-02-20 09:00:00+00:00,買い,0.0024815778816697945,99.0,利確,GBP/JPY
2024-02-20 13:00:00+00:00,2024-02-20 14:00:00+00:00,買い,0.00012400448238690807,1.0,利確,GBP/JPY
2024-02-20 21:00:00+00:00,2024-02-21 16:00:00+00:00,買い,0.0020258939639627885,19.0,利確,GBP/JPY
2024-02-22 16:00:00+00:00,2024-02-23 11:00:00+00:00,買い,0.0034206943938101977,19.0,利確,GBP/JPY
2024-02-23 21:00:00+00:00,2024-02-26 00:00:00+00:00,買い,-0.0015160816550223832,51.0,損切,GBP/JPY
2024-02-26 07:00:00+00:00,2024-02-27 10:00:00+00:00,買い,-0.0014407679086406832,27.0,損切,GBP/JPY
2024-02-27 15:00:00+00:00,2024-02-28 08:00:00+00:00,買い,-0.001776717313497722,17.0,損切,GBP/JPY
2024-03-04 04:00:00+00:00,2024-03-06 07:00:00+00:00,買い,-0.0017947145027430555,51.0,損切,GBP/JPY
2024-03-18 00:00:00+00:00,2024-03-18 02:00:00+00:00,買い,-0.001981425246413548,2.0,損切,GBP/JPY
2024-03-18 04:00:00+00:00,2024-03-19 03:00:00+00:00,買い,0.0028334075412181805,23.0,利確,GBP/JPY
2024-03-21 04:00:00+00:00,2024-03-21 12:00:00+00:00,買い,-0.0023520949524746923,8.0,損切,GBP/JPY
2024-03-26 07:00:00+00:00,2024-03-26 09:00:00+00:00,買い,-0.0014033627783065605,2.0,損切,GBP/JPY
2024-03-26 15:00:00+00:00,2024-03-27 00:00:00+00:00,買い,-0.0016958310242337737,9.0,損切,GBP/JPY
2024-03-27 07:00:00+00:00,2024-03-27 08:00:00+00:00,買い,0.0005832147105102492,1.0,利確,GBP/JPY
2024-04-01 00:00:00+00:00,2024-04-01 08:00:00+00:00,買い,-0.0017482387672220878,8.0,損切,GBP/JPY
2024-04-03 20:00:00+00:00,2024-04-04 18:00:00+00:00,買い,-0.001553610521702342,22.0,損切,GBP/JPY
2024-04-05 20:00:00+00:00,2024-04-09 09:00:00+00:00,買い,0.004765100879995809,85.0,利確,GBP/JPY
2024-04-09 19:00:00+00:00,2024-04-10 12:00:00+00:00,買い,-0.0015890402782370416,17.0,損切,GBP/JPY
2024-04-11 18:00:00+00:00,2024-04-12 06:00:00+00:00,買い,-0.0020658297597437978,12.0,損切,GBP/JPY
2024-04-15 11:00:00+00:00,2024-04-16 06:00:00+00:00,買い,-0.0021980444022712373,19.0,損切,GBP/JPY
2024-04-16 22:00:00+00:00,2024-04-17 16:00:00+00:00,買い,-0.0022812085419001813,18.0,損切,GBP/JPY
2024-04-18 03:00:00+00:00,2024-04-19 01:00:00+00:00,買い,-0.0020488961555369498,22.0,損切,GBP/JPY
2024-04-23 20:00:00+00:00,2024-04-24 17:00:00+00:00,買い,0.003292332621993566,21.0,利確,GBP/JPY
2024-04-29 14:00:00+00:00,2024-04-29 16:00:00+00:00,買い,-0.007151435115575267,2.0,損切,GBP/JPY
2024-04-29 20:00:00+00:00,2024-05-01 08:00:00+00:00,買い,0.005083049796106065,36.0,利確,GBP/JPY
2024-05-01 18:00:00+00:00,2024-05-01 19:00:00+00:00,買い,-0.0023080709867420277,1.0,損切,GBP/JPY
2024-05-09 16:00:00+00:00,2024-05-10 07:00:00+00:00,買い,0.002479712834847925,15.0,利確,GBP/JPY
2024-05-13 03:00:00+00:00,2024-05-13 11:00:00+00:00,買い,0.0022639353135040954,8.0,利確,GBP/JPY
2024-05-14 10:00:00+00:00,2024-05-15 12:00:00+00:00,買い,-0.0018637644064291136,26.0,損切,GBP/JPY
2024-05-15 19:00:00+00:00,2024-05-15 22:00:00+00:00,買い,-0.0023872495734201912,3.0,損切,GBP/JPY
2024-05-16 15:00:00+00:00,2024-05-20 12:00:00+00:00,買い,0.0071253884523234555,93.0,利確,GBP/JPY
2024-05-21 17:00:00+00:00,2024-05-22 06:00:00+00:00,買い,0.0037417147839659995,13.0,利確,GBP/JPY
2024-05-24 01:00:00+00:00,2024-05-24 06:00:00+00:00,買い,-0.001960357604029028,5.0,損切,GBP/JPY
2024-05-24 07:00:00+00:00,2024-05-28 14:00:00+00:00,買い,0.00594820526598071,103.0,利確,GBP/JPY
2024-05-29 07:00:00+00:00,2024-05-29 11:00:00+00:00,買い,-0.0014251352876701983,4.0,損切,GBP/JPY
2024-05-29 16:00:00+00:00,2024-05-29 20:00:00+00:00,買い,-0.0017150564665253775,4.0,損切,GBP/JPY
2024-05-31 16:00:00+00:00,2024-06-03 08:00:00+00:00,買い,-0.002198146674813006,64.0,損切,GBP/JPY
2024-06-04 01:00:00+00:00,2024-06-04 05:00:00+00:00,買い,-0.0023037170134786564,4.0,損切,GBP/JPY
2024-06-10 04:00:00+00:00,2024-06-10 08:00:00+00:00,買い,-0.0021596402539857504,4.0,損切,GBP/JPY
2024-06-10 12:00:00+00:00,2024-06-14 13:00:00+00:00,買い,-0.0023680802011559862,97.0,損切,GBP/JPY
2024-06-17 20:00:00+00:00,2024-06-18 07:00:00+00:00,買い,0.001934453519029311,11.0,利確,GBP/JPY
2024-06-18 13:00:00+00:00,2024-06-20 07:00:00+00:00,買い,0.002590922433911336,42.0,利確,GBP/JPY
2024-06-20 13:00:00+00:00,2024-06-21 07:00:00+00:00,買い,-0.0016838120436860726,18.0,損切,GBP/JPY
2024-06-21 14:00:00+00:00,2024-06-24 14:00:00+00:00,買い,0.0056451294171306786,72.0,利確,GBP/JPY
2024-06-25 03:00:00+00:00,2024-06-26 12:00:00+00:00,買い,0.0025083601279005554,33.0,利確,GBP/JPY
2024-06-27 05:00:00+00:00,2024-06-27 13:00:00+00:00,買い,0.002817155112823977,8.0,利確,GBP/JPY
2024-06-28 14:00:00+00:00,2024-07-01 00:00:00+00:00,買い,0.0026324712354104276,58.0,利確,GBP/JPY
2024-07-02 09:00:00+00:00,2024-07-02 11:00:00+00:00,買い,0.0012889487366116615,2.0,利確,GBP/JPY
2024-07-04 15:00:00+00:00,2024-07-05 00:00:00+00:00,買い,-0.0016048453018423614,9.0,損切,GBP/JPY
2024-07-05 09:00:00+00:00,2024-07-11 12:00:00+00:00,買い,-0.0018469766590642033,147.0,損切,GBP/JPY
2024-08-01 00:00:00+00:00,2024-08-01 12:00:00+00:00,売り,-0.006122898878598193,12.0,損切,GBP/JPY
2024-08-01 14:00:00+00:00,2024-08-02 12:00:00+00:00,売り,0.0174148654103785,22.0,利確,GBP/JPY
2024-08-05 17:00:00+00:00,2024-08-05 23:00:00+00:00,売り,-0.01109229933498047,6.0,損切,GBP/JPY
2024-08-06 08:00:00+00:00,2024-08-07 01:00:00+00:00,売り,-0.01011578842755535,17.0,損切,GBP/JPY
2024-08-08 09:00:00+00:00,2024-08-08 12:00:00+00:00,売り,-0.0067738679532216685,3.0,損切,GBP/JPY
