entry,exit,side,ret,hours,reason,pair
2023-12-08 13:00:00+00:00,2023-12-11 00:00:00+00:00,売り,-0.0060081821854574115,59.0,損切,USD/JPY
2023-12-12 21:00:00+00:00,2023-12-13 06:00:00+00:00,売り,-0.002847754506391642,9.0,損切,USD/JPY
2023-12-13 14:00:00+00:00,2023-12-13 19:00:00+00:00,売り,0.010728686829009172,5.0,利確,USD/JPY
2023-12-15 02:00:00+00:00,2023-12-18 10:00:00+00:00,売り,-0.004260969149464622,80.0,損切,USD/JPY
2023-12-21 03:00:00+00:00,2023-12-21 08:00:00+00:00,売り,-0.0028539505431124487,5.0,損切,USD/JPY
2023-12-21 09:00:00+00:00,2023-12-27 16:00:00+00:00,売り,0.007140049661086489,151.0,利確,USD/JPY
2023-12-27 17:00:00+00:00,2023-12-27 19:00:00+00:00,売り,0.002577641807398712,2.0,利確,USD/JPY
2023-12-29 05:00:00+00:00,2023-12-29 09:00:00+00:00,売り,-0.0025482727299739436,4.0,損切,USD/JPY
2023-12-29 15:00:00+00:00,2024-01-02 01:00:00+00:00,売り,-0.0031518068530163143,82.0,損切,USD/JPY
2024-01-26 08:00:00+00:00,2024-01-26 09:00:00+00:00,買い,0.0017279107931882254,1.0,利確,USD/JPY
2024-01-26 12:00:00+00:00,2024-01-26 13:00:00+00:00,買い,-0.0021511916759980984,1.0,損切,USD/JPY
2024-01-26 14:00:00+00:00,2024-01-26 15:00:00+00:00,買い,0.0012546594955160529,1.0,利確,USD/JPY
2024-01-29 12:00:00+00:00,2024-01-29 15:00:00+00:00,買い,-0.0018280012021323455,3.0,損切,USD/JPY
2024-01-31 10:00:00+00:00,2024-01-31 13:00:00+00:00,買い,-0.00231419516108301,3.0,損切,USD/JPY
2024-02-05 00:00:00+00:00,2024-02-06 15:00:00+00:00,買い,-0.0029891090010412233,39.0,損切,USD/JPY
2024-02-08 02:00:00+00:00,2024-02-09 08:00:00+00:00,買い,0.0078018145159119865,30.0,利確,USD/JPY
2024-02-12 13:00:00+00:00,2024-02-13 13:00:00+00:00,買い,0.006656286493672103,24.0,利確,USD/JPY
2024-02-13 13:00:00+00:00,2024-02-13 14:00:00+00:00,買い,0.0006263073519867546,1.0,利確,USD/JPY
2024-02-14 19:00:00+00:00,2024-02-15 00:00:00+00:00,買い,-0.0017644919876017684,5.0,損切,USD/JPY
2024-02-16 09:00:00+00:00,2024-02-19 00:00:00+00:00,買い,-0.0016230725366983667,63.0,損切,USD/JPY
2024-02-20 00:00:00+00:00,2024-02-20 10:00:00+00:00,買い,-0.0010747893519603812,10.0,損切,USD/JPY
2024-02-21 16:00:00+00:00,2024-02-22 07:00:00+00:00,買い,-0.0013910640457987066,15.0,損切,USD/JPY
2024-02-22 12:00:00+00:00,2024-02-22 14:00:00+00:00,買い,0.0013886008004113549,2.0,利確,USD/JPY
2024-02-23 15:00:00+00:00,2024-02-23 16:00:00+00:00,買い,-0.0014681912881390313,1.0,損切,USD/JPY
2024-02-23 20:00:00+00:00,2024-02-26 00:00:00+00:00,買い,-0.001416288730026094,52.0,損切,USD/JPY
2024-02-26 02:00:00+00:00,2024-02-26 09:00:00+00:00,買い,0.0010744482993041316,7.0,利確,USD/JPY
2024-02-28 05:00:00+00:00,2024-02-29 01:00:00+00:00,買い,-0.0012790307630191732,20.0,損切,USD/JPY
2024-03-01 08:00:00+00:00,2024-03-01 10:00:00+00:00,買い,-0.001818236301831544,2.0,損切,USD/JPY
2024-03-04 10:00:00+00:00,2024-03-05 13:00:00+00:00,買い,-0.0018329609035420246,27.0,損切,USD/JPY
2024-03-18 04:00:00+00:00,2024-03-19 01:00:00+00:00,買い,0.0015688156213859883,21.0,利確,USD/JPY
2024-03-21 05:00:00+00:00,2024-03-26 15:00:00+00:00,買い,0.0038200228174163245,130.0,利確,USD/JPY
2024-04-01 11:00:00+00:00,2024-04-01 13:00:00+00:00,買い,0.0009730580743916196,2.0,利確,USD/JPY
2024-04-03 01:00:00+00:00,2024-04-03 07:00:00+00:00,買い,0.0006900296077096857,6.0,利確,USD/JPY
2024-04-04 02:00:00+00:00,2024-04-04 13:00:00+00:00,買い,-0.0010729061127351502,11.0,損切,USD/JPY
2024-04-04 17:00:00+00:00,2024-04-04 18:00:00+00:00,買い,-0.001046513898625545,1.0,損切,USD/JPY
2024-04-05 21:00:00+00:00,2024-04-10 12:00:00+00:00,買い,0.003977507831514948,111.0,利確,USD/JPY
2024-04-11 13:00:00+00:00,2024-04-12 12:00:00+00:00,買い,-0.0019131270939214517,23.0,損切,USD/JPY
2024-04-12 15:00:00+00:00,2024-04-16 06:00:00+00:00,買い,0.009583534713401665,87.0,利確,USD/JPY
2024-04-17 07:00:00+00:00,2024-04-17 16:00:00+00:00,買い,-0.001585968200593768,9.0,損切,USD/JPY
2024-04-18 10:00:00+00:00,2024-04-18 13:00:00+00:00,買い,0.0007365594301116274,3.0,利確,USD/JPY
2024-04-19 06:00:00+00:00,2024-04-24 12:00:00+00:00,買い,0.003938409309823576,126.0,利確,USD/JPY
2024-04-30 02:00:00+00:00,2024-05-01 20:00:00+00:00,買い,-0.0053461833515476955,42.0,損切,USD/JPY
2024-05-09 08:00:00+00:00,2024-05-09 12:00:00+00:00,買い,-0.0017077184025383718,4.0,損切,USD/JPY
2024-05-09 15:00:00+00:00,2024-05-09 20:00:00+00:00,買い,-0.0018785777055842056,5.0,損切,USD/JPY
2024-05-10 01:00:00+00:00,2024-05-13 15:00:00+00:00,買い,0.0027751562268354293,86.0,利確,USD/JPY
2024-05-15 02:00:00+00:00,2024-05-15 05:00:00+00:00,買い,-0.0013431058924469163,3.0,損切,USD/JPY
2024-05-17 08:00:00+00:00,2024-05-17 14:00:00+00:00,買い,-0.0021385798217007476,6.0,損切,USD/JPY
2024-05-17 16:00:00+00:00,2024-05-20 12:00:00+00:00,買い,0.0029543426994673608,68.0,利確,USD/JPY
2024-05-21 08:00:00+00:00,2024-05-21 13:00:00+00:00,買い,-0.0015920392275261652,5.0,損切,USD/JPY
2024-05-21 17:00:00+00:00,2024-05-23 13:00:00+00:00,買い,0.0050476564181904824,44.0,利確,USD/JPY
2024-05-24 11:00:00+00:00,2024-05-24 16:00:00+00:00,買い,-0.0012695004581185886,5.0,損切,USD/JPY
2024-05-27 07:00:00+00:00,2024-05-27 14:00:00+00:00,買い,-0.001255760685299767,7.0,損切,USD/JPY
2024-05-27 15:00:00+00:00,2024-05-28 02:00:00+00:00,買い,-0.0011777871652505322,11.0,損切,USD/JPY
2024-05-28 09:00:00+00:00,2024-05-28 12:00:00+00:00,買い,-0.0012083645852338897,3.0,損切,USD/JPY
2024-05-28 16:00:00+00:00,2024-05-29 15:00:00+00:00,買い,0.0041894363281762435,23.0,利確,USD/JPY
2024-05-31 16:00:00+00:00,2024-06-03 10:00:00+00:00,買い,-0.002257202716136952,66.0,損切,USD/JPY
2024-06-10 08:00:00+00:00,2024-06-11 00:00:00+00:00,買い,0.0017818586498321465,16.0,利確,USD/JPY
2024-06-11 13:00:00+00:00,2024-06-12 12:00:00+00:00,買い,-0.0016889107546972481,23.0,損切,USD/JPY
2024-06-13 07:00:00+00:00,2024-06-13 12:00:00+00:00,買い,-0.002137799825353459,5.0,損切,USD/JPY
2024-06-13 19:00:00+00:00,2024-06-14 03:00:00+00:00,買い,0.004387695723375262,8.0,利確,USD/JPY
2024-06-14 14:00:00+00:00,2024-06-18 08:00:00+00:00,買い,0.0052819398004919525,90.0,利確,USD/JPY
2024-06-18 14:00:00+00:00,2024-06-18 17:00:00+00:00,買い,-0.0018515417145589352,3.0,損切,USD/JPY
2024-06-18 17:00:00+00:00,2024-06-20 08:00:00+00:00,買い,0.0035367049708854184,39.0,利確,USD/JPY
2024-06-21 08:00:00+00:00,2024-06-21 13:00:00+00:00,買い,0.0021501661962970322,5.0,利確,USD/JPY
2024-06-24 14:00:00+00:00,2024-06-25 00:00:00+00:00,買い,-0.002165210459758715,10.0,損切,USD/JPY
2024-06-25 12:00:00+00:00,2024-06-26 10:00:00+00:00,買い,0.003597497055121568,22.0,利確,USD/JPY
2024-06-27 07:00:00+00:00,2024-06-27 12:00:00+00:00,買い,-0.0016262092603967048,5.0,損切,USD/JPY
2024-06-27 13:00:00+00:00,2024-06-28 00:00:00+00:00,買い,0.0038056598966284996,11.0,利確,USD/JPY
2024-06-28 14:00:00+00:00,2024-07-01 12:00:00+00:00,買い,0.003253937173974586,70.0,利確,USD/JPY
2024-07-02 15:00:00+00:00,2024-07-03 05:00:00+00:00,買い,0.002125778414402857,14.0,利確,USD/JPY
2024-07-03 18:00:00+00:00,2024-07-04 00:00:00+00:00,買い,-0.0019166283435202546,6.0,損切,USD/JPY
2024-07-09 09:00:00+00:00,2024-07-09 15:00:00+00:00,買い,0.002642266641100111,6.0,利確,USD/JPY
2024-07-11 01:00:00+00:00,2024-07-11 12:00:00+00:00,買い,-0.001177507203663397,11.0,損切,USD/JPY
2024-07-29 00:00:00+00:00,2024-07-30 04:00:00+00:00,売り,-0.0040858475108700556,28.0,損切,USD/JPY
2024-07-30 19:00:00+00:00,2024-07-31 04:00:00+00:00,売り,-0.003675982658137633,9.0,損切,USD/JPY
2024-07-31 04:00:00+00:00,2024-07-31 08:00:00+00:00,売り,0.015152183589774094,4.0,利確,USD/JPY
2024-08-01 14:00:00+00:00,2024-08-02 12:00:00+00:00,売り,0.015391735617992442,22.0,利確,USD/JPY
2024-08-05 18:00:00+00:00,2024-08-05 22:00:00+00:00,売り,-0.009670536866125411,4.0,損切,USD/JPY
2024-08-06 09:00:00+00:00,2024-08-07 01:00:00+00:00,売り,-0.009037670443403877,16.0,損切,USD/JPY
2024-08-13 19:00:00+00:00,2024-08-14 06:00:00+00:00,売り,-0.003018657559562554,11.0,損切,USD/JPY
2024-08-14 10:00:00+00:00,2024-08-14 12:00:00+00:00,売り,-0.0033878914444518513,2.0,損切,USD/JPY
2024-08-14 13:00:00+00:00,2024-08-15 01:00:00+00:00,売り,-0.003936909178154713,12.0,損切,USD/JPY
2024-08-19 04:00:00+00:00,2024-08-19 23:00:00+00:00,売り,-0.004110086680820591,19.0,損切,USD/JPY
2024-08-20 00:00:00+00:00,2024-08-20 02:00:00+00:00,売り,-0.003412636819415182,2.0,損切,USD/JPY
2024-08-20 07:00:00+00:00,2024-08-23 14:00:00+00:00,売り,0.01058029372130197,79.0,利確,USD/JPY
2024-08-23 15:00:00+00:00,2024-08-29 13:00:00+00:00,売り,-0.004370122318584591,142.0,損切,USD/JPY
2024-09-04 14:00:00+00:00,2024-09-04 15:00:00+00:00,売り,0.000465584983621914,1.0,利確,USD/JPY
2024-09-05 15:00:00+00:00,2024-09-06 05:00:00+00:00,売り,0.006094184475412978,14.0,利確,USD/JPY
2024-09-06 12:00:00+00:00,2024-09-06 13:00:00+00:00,売り,-0.004546638613302856,1.0,損切,USD/JPY
2024-09-06 14:00:00+00:00,2024-09-06 15:00:00+00:00,売り,0.004492156034542327,1.0,利確,USD/JPY
2024-09-09 13:00:00+00:00,2024-09-10 00:00:00+00:00,売り,-0.00439858525769733,11.0,損切,USD/JPY
2024-09-10 04:00:00+00:00,2024-09-10 07:00:00+00:00,売り,-0.0031780755197767904,3.0,損切,USD/JPY
2024-09-10 12:00:00+00:00,2024-09-10 15:00:00+00:00,売り,0.004017071202023314,3.0,利確,USD/JPY
2024-09-11 13:00:00+00:00,2024-09-11 20:00:00+00:00,売り,-0.0044474964555716425,7.0,損切,USD/JPY
2024-09-12 13:00:00+00:00,2024-09-12 14:00:00+00:00,売り,-0.0038364708939751077,1.0,損切,USD/JPY
2024-09-12 15:00:00+00:00,2024-09-16 03:00:00+00:00,売り,0.015055260749858402,84.0,利確,USD/JPY
2024-09-17 01:00:00+00:00,2024-09-17 12:00:00+00:00,売り,-0.003346019556190749,11.0,損切,USD/JPY
2024-09-30 04:00:00+00:00,2024-09-30 10:00:00+00:00,売り,-0.004812884686473906,6.0,損切,USD/JPY
2024-10-17 00:00:00+00:00,2024-10-17 02:00:00+00:00,買い,-0.001976116997921784,2.0,損切,USD/JPY
2024-10-17 03:00:00+00:00,2024-10-17 12:00:00+00:00,買い,0.0028379191554033126,9.0,利確,USD/JPY
2024-10-17 12:00:00+00:00,2024-10-18 15:00:00+00:00,買い,-0.0022021226070658814,27.0,損切,USD/JPY
2024-10-21 12:00:00+00:00,2024-10-23 00:00:00+00:00,買い,0.010012197548207692,36.0,利確,USD/JPY
2024-10-25 00:00:00+00:00,2024-10-25 04:00:00+00:00,買い,-0.0024675318038994806,4.0,損切,USD/JPY
2024-10-25 09:00:00+00:00,2024-10-25 13:00:00+00:00,買い,0.0008682824593539862,4.0,利確,USD/JPY
2024-10-25 13:00:00+00:00,2024-10-28 00:00:00+00:00,買い,0.007200028210307729,59.0,利確,USD/JPY
2024-10-28 14:00:00+00:00,2024-10-31 06:00:00+00:00,買い,-0.0030629155999133515,64.0,損切,USD/JPY
2024-11-01 20:00:00+00:00,2024-11-04 00:00:00+00:00,買い,-0.004408687940272949,52.0,損切,USD/JPY
2024-11-06 02:00:00+00:00,2024-11-06 05:00:00+00:00,買い,-0.004255235240409838,3.0,損切,USD/JPY
2024-11-11 07:00:00+00:00,2024-11-14 20:00:00+00:00,買い,0.017338560182425623,85.0,利確,USD/JPY
2024-11-20 05:00:00+00:00,2024-11-21 06:00:00+00:00,買い,-0.0029748946355521275,25.0,損切,USD/JPY
2024-12-10 20:00:00+00:00,2024-12-11 02:00:00+00:00,買い,-0.002409383733918313,6.0,損切,USD/JPY
2024-12-11 05:00:00+00:00,2024-12-11 07:00:00+00:00,買い,-0.0021551312059705616,2.0,損切,USD/JPY
2024-12-11 09:00:00+00:00,2024-12-11 13:00:00+00:00,買い,-0.0033193855325306496,4.0,損切,USD/JPY
2024-12-12 02:00:00+00:00,2024-12-12 13:00:00+00:00,買い,-0.0029870860808909436,11.0,損切,USD/JPY
2024-12-12 18:00:00+00:00,2024-12-16 14:00:00+00:00,買い,0.011922315164713194,92.0,利確,USD/JPY
2024-12-17 03:00:00+00:00,2024-12-17 09:00:00+00:00,買い,-0.002141518606347492,6.0,損切,USD/JPY
2024-12-18 13:00:00+00:00,2024-12-18 19:00:00+00:00,買い,0.004359144961130645,6.0,利確,USD/JPY
2024-12-20 03:00:00+00:00,2024-12-20 13:00:00+00:00,買い,-0.003503382559599266,10.0,損切,USD/JPY
2024-12-23 00:00:00+00:00,2024-12-30 06:00:00+00:00,買い,0.009224455847688596,174.0,利確,USD/JPY
2025-01-01 23:00:00+00:00,2025-01-02 00:00:00+00:00,買い,-0.002332500255441083,1.0,損切,USD/JPY
2025-01-02 17:00:00+00:00,2025-01-03 07:00:00+00:00,買い,-0.003278883452382819,14.0,損切,USD/JPY
2025-01-03 08:00:00+00:00,2025-01-03 17:00:00+00:00,買い,-0.0023821817092055772,9.0,損切,USD/JPY
2025-01-03 20:00:00+00:00,2025-01-06 00:00:00+00:00,買い,0.00147306918653477,52.0,利確,USD/JPY
2025-01-06 00:00:00+00:00,2025-01-06 11:00:00+00:00,買い,-0.0025105982129221102,11.0,損切,USD/JPY
2025-01-06 15:00:00+00:00,2025-01-10 13:00:00+00:00,買い,0.007264149091851235,94.0,利確,USD/JPY
2025-01-10 13:00:00+00:00,2025-01-10 14:00:00+00:00,買い,-0.0025901935364610715,1.0,損切,USD/JPY
2025-01-14 14:00:00+00:00,2025-01-15 05:00:00+00:00,買い,-0.0031433688860401762,15.0,損切,USD/JPY
2025-02-10 13:00:00+00:00,2025-02-11 11:00:00+00:00,売り,-0.0029361012435205167,22.0,損切,USD/JPY
2025-02-13 21:00:00+00:00,2025-02-14 14:00:00+00:00,売り,0.004594893538282674,17.0,利確,USD/JPY
2025-02-18 10:00:00+00:00,2025-02-18 21:00:00+00:00,売り,-0.0020984424281132005,11.0,損切,USD/JPY
2025-02-19 03:00:00+00:00,2025-02-20 00:00:00+00:00,売り,0.006320653220057359,21.0,利確,USD/JPY
2025-02-21 14:00:00+00:00,2025-02-25 01:00:00+00:00,売り,-0.003186010002223638,83.0,損切,USD/JPY
2025-02-25 03:00:00+00:00,2025-02-25 15:00:00+00:00,売り,0.005185231389121736,12.0,利確,USD/JPY
2025-02-26 08:00:00+00:00,2025-02-26 14:00:00+00:00,売り,-0.0030190740576408024,6.0,損切,USD/JPY
2025-02-26 16:00:00+00:00,2025-02-27 08:00:00+00:00,売り,-0.0032261095310992635,16.0,損切,USD/JPY
2025-03-03 23:00:00+00:00,2025-03-04 21:00:00+00:00,売り,-0.0037693529014235613,22.0,損切,USD/JPY
2025-03-05 07:00:00+00:00,2025-03-07 14:00:00+00:00,売り,0.016244987312051918,55.0,利確,USD/JPY
2025-03-10 00:00:00+00:00,2025-03-11 13:00:00+00:00,売り,-0.004523782054784553,37.0,損切,USD/JPY
2025-03-11 16:00:00+00:00,2025-03-11 18:00:00+00:00,売り,-0.004110038687326745,2.0,損切,USD/JPY
2025-03-13 17:00:00+00:00,2025-03-14 00:00:00+00:00,売り,-0.003130335964948394,7.0,損切,USD/JPY
2025-04-01 14:00:00+00:00,2025-04-01 16:00:00+00:00,売り,-0.002911769841504663,2.0,損切,USD/JPY
2025-04-01 16:00:00+00:00,2025-04-02 01:00:00+00:00,売り,-0.0029932488626527418,9.0,損切,USD/JPY
2025-04-02 07:00:00+00:00,2025-04-02 15:00:00+00:00,売り,-0.0022946227731102217,8.0,損切,USD/JPY
2025-04-02 21:00:00+00:00,2025-04-02 22:00:00+00:00,売り,0.002969585746859116,1.0,利確,USD/JPY
2025-04-04 10:00:00+00:00,2025-04-04 11:00:00+00:00,売り,0.001204662392671907,1.0,利確,USD/JPY
2025-04-06 23:00:00+00:00,2025-04-07 02:00:00+00:00,売り,-0.007591481127896771,3.0,損切,USD/JPY
2025-04-07 04:00:00+00:00,2025-04-07 12:00:00+00:00,売り,-0.007215230078025059,8.0,損切,USD/JPY
2025-04-08 19:00:00+00:00,2025-04-09 17:00:00+00:00,売り,-0.005030842765657362,22.0,損切,USD/JPY
2025-04-10 11:00:00+00:00,2025-04-16 05:00:00+00:00,売り,0.02334935900857126,138.0,利確,USD/JPY
2025-04-16 11:00:00+00:00,2025-04-16 19:00:00+00:00,売り,0.006036947170525042,8.0,利確,USD/JPY
2025-04-17 12:00:00+00:00,2025-04-18 14:00:00+00:00,売り,0.00033178106810126683,26.0,利確,USD/JPY
2025-04-29 12:00:00+00:00,2025-04-30 06:00:00+00:00,売り,-0.002727658190031745,18.0,損切,USD/JPY
2025-05-07 06:00:00+00:00,2025-05-07 08:00:00+00:00,売り,-0.0033771185427435954,2.0,損切,USD/JPY
2025-05-19 12:00:00+00:00,2025-05-20 00:00:00+00:00,売り,-0.0027925575013527768,12.0,損切,USD/JPY
2025-05-20 01:00:00+00:00,2025-05-20 02:00:00+00:00,売り,-0.0028026988565752584,1.0,損切,USD/JPY
2025-05-20 03:00:00+00:00,2025-05-20 05:00:00+00:00,売り,0.002674935778915966,2.0,利確,USD/JPY
2025-05-20 14:00:00+00:00,2025-05-22 08:00:00+00:00,売り,0.012028216535721493,42.0,利確,USD/JPY
2025-05-22 11:00:00+00:00,2025-05-22 13:00:00+00:00,売り,-0.0035304618111731243,2.0,損切,USD/JPY
2025-05-23 01:00:00+00:00,2025-05-27 00:00:00+00:00,売り,0.00888894269120354,95.0,利確,USD/JPY
2025-05-30 12:00:00+00:00,2025-05-30 14:00:00+00:00,売り,-0.003071737890802517,2.0,損切,USD/JPY
2025-06-01 23:00:00+00:00,2025-06-02 01:00:00+00:00,売り,0.003072304174156926,2.0,利確,USD/JPY
2025-06-03 04:00:00+00:00,2025-06-03 12:00:00+00:00,売り,-0.0027293494723836906,8.0,損切,USD/JPY
2025-06-04 17:00:00+00:00,2025-06-05 07:00:00+00:00,売り,-0.0035257656995912987,14.0,損切,USD/JPY
2025-06-05 10:00:00+00:00,2025-06-05 12:00:00+00:00,売り,-0.0026886148481895075,2.0,損切,USD/JPY
2025-06-05 13:00:00+00:00,2025-06-05 14:00:00+00:00,売り,-0.0034611629767480443,1.0,損切,USD/JPY
2025-06-12 23:00:00+00:00,2025-06-13 00:00:00+00:00,売り,0.0010963649802988474,1.0,利確,USD/JPY
2025-06-26 08:00:00+00:00,2025-06-26 11:00:00+00:00,売り,-0.0028225775898871428,3.0,損切,USD/JPY
2025-06-27 01:00:00+00:00,2025-06-27 13:00:00+00:00,売り,-0.002913901471846236,12.0,損切,USD/JPY
2025-06-29 23:00:00+00:00,2025-07-03 12:00:00+00:00,売り,-0.0025431600471803703,85.0,損切,USD/JPY
2025-07-11 02:00:00+00:00,2025-07-15 11:00:00+00:00,買い,0.006093666148694765,105.0,利確,USD/JPY
2025-07-16 07:00:00+00:00,2025-07-16 12:00:00+00:00,買い,-0.002332276193863347,5.0,損切,USD/JPY
2025-07-16 13:00:00+00:00,2025-07-16 14:00:00+00:00,買い,-0.0023894459211499905,1.0,損切,USD/JPY
2025-07-17 00:00:00+00:00,2025-07-21 06:00:00+00:00,買い,-0.0034061927726488747,102.0,損切,USD/JPY
2025-07-28 01:00:00+00:00,2025-07-28 06:00:00+00:00,買い,0.0013391491190766103,5.0,利確,USD/JPY
2025-07-29 03:00:00+00:00,2025-07-30 00:00:00+00:00,買い,-0.002176412050971532,21.0,損切,USD/JPY
2025-07-30 11:00:00+00:00,2025-08-01 14:00:00+00:00,買い,-0.002380791623318734,51.0,損切,USD/JPY
2025-08-12 04:00:00+00:00,2025-08-12 12:00:00+00:00,買い,-0.0017944662036564307,8.0,損切,USD/JPY
2025-08-13 01:00:00+00:00,2025-08-13 06:00:00+00:00,買い,-0.0022126281874047635,5.0,損切,USD/JPY
2025-08-19 12:00:00+00:00,2025-08-19 17:00:00+00:00,買い,-0.001956196405855326,5.0,損切,USD/JPY
2025-08-19 23:00:00+00:00,2025-08-20 01:00:00+00:00,買い,-0.001820418188760231,2.0,損切,USD/JPY
2025-08-21 12:00:00+00:00,2025-08-22 14:00:00+00:00,買い,-0.002026044859377307,26.0,損切,USD/JPY
2025-08-27 04:00:00+00:00,2025-08-27 06:00:00+00:00,買い,-0.001968049060149368,2.0,損切,USD/JPY
2025-08-27 08:00:00+00:00,2025-08-27 16:00:00+00:00,買い,-0.002029290614188228,8.0,損切,USD/JPY
2025-09-02 08:00:00+00:00,2025-09-02 14:00:00+00:00,買い,-0.002526391319444998,6.0,損切,USD/JPY
2025-09-04 03:00:00+00:00,2025-09-05 12:00:00+00:00,買い,-0.0022138018708379834,33.0,損切,USD/JPY
2025-09-19 08:00:00+00:00,2025-09-23 15:00:00+00:00,買い,0.00036675849631938605,103.0,利確,USD/JPY
2025-09-24 05:00:00+00:00,2025-09-25 12:00:00+00:00,買い,0.00873109817922767,31.0,利確,USD/JPY
2025-09-26 13:00:00+00:00,2025-09-26 14:00:00+00:00,買い,-0.001862552486752056,1.0,損切,USD/JPY
2025-10-06 04:00:00+00:00,2025-10-06 12:00:00+00:00,買い,-0.003390410410638822,8.0,損切,USD/JPY
2025-10-09 05:00:00+00:00,2025-10-09 06:00:00+00:00,買い,0.002631347610678059,1.0,利確,USD/JPY
2025-10-09 10:00:00+00:00,2025-10-09 13:00:00+00:00,買い,-0.00273467905181991,3.0,損切,USD/JPY
2025-10-14 01:00:00+00:00,2025-10-14 03:00:00+00:00,買い,-0.002014031880933531,2.0,損切,USD/JPY
2025-10-21 12:00:00+00:00,2025-10-21 13:00:00+00:00,買い,-0.0028769107030941596,1.0,損切,USD/JPY
2025-10-22 01:00:00+00:00,2025-10-23 00:00:00+00:00,買い,0.0029193496579598024,23.0,利確,USD/JPY
2025-10-24 13:00:00+00:00,2025-10-27 00:00:00+00:00,買い,0.0015915649759299267,59.0,利確,USD/JPY
2025-10-27 13:00:00+00:00,2025-10-27 18:00:00+00:00,買い,-0.0022635987871008176,5.0,損切,USD/JPY
